id,num_words,score
20190531,1905,0.12422241978671239
20190601,2673,0.282154739168675
20190603,3883,0.32838875624796615
20190604,3832,0.18056688107550142
20190605,4687,0.3561682967452899
20190606,2532,0.21328638065768324
20190607,2627,0.31262238450672314
20190610,3400,0.5589363816898801
20190611,1645,0.2761694908206877
20190612,811,0.24845917127702544
20190613,604,0.15161225835590258
20190614,3261,0.21757662605656228
20190617,4038,0.27122326161550436
20190618,3098,0.1647467067092657
20190620,2334,0.24272218738885026
20190621,2562,0.15197354650691797
20190624,3305,0.5370076417145521
20190625,2686,0.300986421490493
20190626,2755,0.41919187522452805
20190627,3063,0.48544913243340404
20190628,2819,0.23629714957073977
20190702,4027,0.4812161110600699
20190703,2848,0.40429944372047544
20190704,3077,0.6158199118012967
20190705,2308,0.0924875860677465
20190708,4975,0.3525856938958168
20190709,2756,0.1768390522540911
20190710,3135,0.13653551174570683
20190711,5505,0.245144935451124
20190712,3310,0.4858671306656754
20190715,3877,0.28368103623390195
20190716,3492,0.1715905650705099
20190717,3308,0.4700125660844471
20190718,4774,0.36538725319116006
20190719,2243,0.10804460627391285
20190722,3057,0.6395294246854989
20190723,4107,0.5829770509056422
20190724,3842,0.10314858208369948
20190725,4170,0.12313035425122663
20190726,3954,0.2485241632033949
20190729,5790,0.7115743113211963
20190730,2228,0.37802575998980065
20190731,3475,0.33375145653667654
20190801,3469,0.33026477037564567
20190802,5006,0.4625201981352723
20190805,4648,0.4262200486919154
20190807,4402,0.24639423122872475
20190808,4565,0.204483704401747
20190809,3469,0.7767563089728354
20190812,3936,0.17516888015620086
20190813,4827,0.6769774026196935
20190814,2608,0.2623431559814059
20190815,3033,0.18348947666909382
20190816,4698,0.2027576004810955
20190819,3645,0.1867616571680359
20190820,4272,0.5845650506537893
20190821,3467,0.2557671066470768
20190822,2839,0.3176203018232532
20190823,5077,0.47964793487735413
20190826,2463,0.4386124202285123
20190827,3962,0.3584553194629109
20190828,4245,0.22409966570851594
20190829,2456,0.10508014624695414
20190830,4280,0.18581486899891622
20190902,3326,0.46715186406736786
20190903,2789,0.6851546967807023
20190904,3230,0.19147417387884594
20190905,3700,0.2402080306637546
20190906,1658,0.31685226347783335
20190909,2127,0.15728391258288982
20190910,3159,0.11179650237216897
20190911,4701,0.48129208671010054
20190912,3022,0.20481477262857165
20190913,2576,0.3085090681003487
20190918,3905,0.2549604490593723
20190920,3648,0.497583239622738
20190923,3540,0.5425904863684073
20190924,3585,0.2457817564775114
20190925,4231,0.15197354650691797
20190926,2627,0.20007084657964497
20190927,1434,0.29075934129564657
20190930,5012,0.17265651489405526
20191001,5042,0.22914407295701295
20191002,3399,0.18335684967429738
20191003,3910,0.1755661590915659
20191004,3462,0.42021706192389774
20191007,4630,0.1764287485020316
20191008,3367,0.204483704401747
20191009,3280,0.2765821146641088
20191010,4132,0.2771668070554733
20191011,2331,0.13205369728414906
20191014,7241,0.548935965610587
20191015,1878,0.15785207065227239
20191016,4375,0.2533426405424657
20191017,3042,0.31220191934186475
20191018,3185,0.6570218562950259
20191021,4947,0.170302987785443
20191022,4273,0.625436015025429
20191023,3916,0.46429183751992553
20191024,3330,0.22327193640496418
20191025,3786,0.32943720259744186
20191028,3921,0.21810993870315343
20191029,6029,0.22339641371174995
20191030,4984,0.10799544383164332
20191031,4353,0.2679479680825834
20191101,4394,0.20261702937600404
20191104,4559,0.3153852608994297
20191105,3594,0.2383891230886397
20191106,3437,0.5954900378247965
20191107,3527,0.18470727500384265
20191108,2800,0.32503355172017345
20191111,2174,0.28459391876407286
20191112,2237,0.18955792525540224
20191113,2825,0.17011141872276428
20191114,5234,0.5737686963962472
20191115,2778,0.20584559803099733
20191118,3566,0.278853689684816
20191119,3732,0.25050202640502345
20191121,5387,0.566189163495665
20191122,3395,0.20744936852675416
20191125,3739,0.10561137374814436
20191126,3868,0.18461319383071814
20191127,3934,0.2027576004810955
20191128,3489,0.17807322338547393
20191129,3301,0.5166923343876133
20191202,3650,0.5529403258277021
20191203,4040,0.4657522909796756
20191204,3667,0.10739032582582338
20191205,5872,0.14315038590003612
20191206,3264,0.2458084522122922
20191209,5285,0.5351661940113357
20191210,3066,0.24257019203642138
20191211,2943,0.22187860406935211
20191212,3694,0.2265906802564859
20191213,2875,0.2928649269951426
20191216,3496,0.19992544439823728
20191217,4208,0.13856835230213144
20191219,4414,0.6833601207966389
20191220,4715,0.3488730190888695
20191223,4525,0.3641051824520463
20191224,2667,0.19317474211039748
20191226,1749,0.31574240812788834
20191227,3206,0.093798980999576
20200102,3797,0.774374368087105
20200103,2242,0.3315851666745932
20200106,4875,0.273193753387617
20200107,4144,0.5518908222214035
20200108,3845,0.17412712976660416
20200109,3634,0.20699179658423297
20200110,3501,0.5930180538996406
20200114,4127,0.2030272450233283
20200115,5241,0.6182252885466036
20200116,5477,0.1742758652438288
20200117,3111,0.5654718734777492
20200120,3861,0.17543087427058943
20200121,3999,0.3097013307459976
20200122,4001,0.3641051824520463
20200123,5141,0.384088188085867
20200124,3231,0.20220923660889914
20200127,3879,0.5037624945977459
20200129,4401,0.46798903526171387
20200130,4247,0.40775294376456217
20200131,4214,0.6366317186796147
20200203,1320,0.11331326944186634
20200204,4805,0.32656158151186027
20200205,3498,0.10757900945842265
20200206,3488,0.3709891578360744
20200207,4036,0.27571868825865825
20200210,4112,0.5851691554551539
20200211,4017,0.17000188985272593
20200212,2119,0.18483490939697492
20200213,4086,0.16012752228133054
20200214,2669,0.5134039719856303
20200217,4199,0.6187790561758953
20200218,3758,0.31415928350842515
20200219,3052,0.16006695027584614
20200220,4031,0.23414536762172758
20200221,4439,0.46029631714458047
20200224,2867,0.22745061184077156
20200225,3528,0.31055756193140277
20200226,4882,0.63569992299961
20200227,3302,0.2437675794408373
20200228,4586,0.13283812311032542
20200302,3167,0.17842041477884935
20200303,4814,0.15434620702720206
20200304,4189,0.16987355062171167
20200305,4197,0.10178723910904448
20200306,3559,0.5797514190751573
20200309,4236,0.5659668458803839
20200310,3893,0.47847693484114556
20200311,4396,0.5207028031997059
20200312,4690,0.17085674073061216
20200313,1832,0.21692616348033364
20200316,4924,0.42046965819985965
20200317,5271,0.256780869099109
20200318,4843,0.2767444035864394
20200319,6321,0.1684840802103281
20200320,2271,0.10890391378299048
20200323,5925,0.661114673666332
20200324,4394,0.4682188711477362
20200325,4376,0.1597050600758065
20200326,3737,0.5120801689702531
20200327,5114,0.331824694081493
20200330,4487,0.3028788524671741
20200331,4810,0.17177216361398281
20200401,1873,0.16903222382068633
20200402,3325,0.47906603246927254
20200403,2555,0.429631933932719
20200404,3020,0.07170649103172447
20200406,4596,0.639999140397362
20200407,3944,0.3135495106357595
20200408,4463,0.14172866915555102
20200409,1719,0.0666269740462303
20200410,1611,0.32456791819437686
20200413,2832,0.12723348721861838
20200414,3549,0.44733373176144514
20200415,4568,0.13956653490014698
20200416,6404,0.29760731121120243
20200417,5333,0.3960090818158958
20200420,5737,0.6025737172753914
20200421,5282,0.1508933530845072
20200422,4991,0.4848830595094224
20200423,6069,0.24156936629634834
20200424,4619,0.7028219869214555
20200427,3780,0.27238468760381573
20200428,7029,0.42054534016743944
20200429,4721,0.20699179658423297
20200430,4567,0.15872938823764737
20200501,5879,0.29421900867120077
20200504,5606,0.43524743607510685
20200505,5731,0.170302987785443
20200506,4703,0.5107913141665251
20200507,5680,0.3642066497388093
20200508,3234,0.4114792748054732
20200511,4567,0.36163193569235175
20200512,3862,0.1938927369661953
20200513,3939,0.29889792810963545
20200514,4036,0.25673852008969883
20200515,4890,0.4699348577079565
20200518,5526,0.43278141390370284
20200519,6194,0.3643043872584467
20200520,5580,0.607292430685914
20200521,3424,0.3302525238174459
20200522,4916,0.1708921294659376
20200525,5151,0.13947948742171992
20200526,6595,0.3974307691921358
20200527,4100,0.3954852697965891
20200528,4021,0.2041716961659815
20200529,6502,0.3000107496523339
20200601,4622,0.3815759990331919
20200602,3159,0.4496959665547246
20200603,4402,0.5915259121034455
20200604,4876,0.6385324902378994
20200605,4561,0.5839242942825607
20200608,4460,0.5511214329367098
20200609,5596,0.29526572229421655
20200610,3763,0.2789857293147108
20200611,4239,0.32813507334693615
20200612,5275,0.3408937550044578
20200615,5738,0.6083655463612597
20200616,4670,0.6055982353635455
20200617,4396,0.584886985356393
20200618,6492,0.6164063956556112
20200619,4910,0.6054376497994298
20200622,4401,0.4643996777158716
20200623,4736,0.3652684586397979
20200624,5543,0.7051946474417395
20200625,4788,0.5112488714249237
20200626,3706,0.41700259002654444
20200629,3530,0.4795220038424367
20200630,4734,0.33038567944065383
20200701,3653,0.6504988166430722
20200702,2299,0.6326597222685814
20200703,3715,0.6416193864786106
20200706,4303,0.2277980234959851
20200707,4107,0.3675097256315791
20200710,3451,0.2361229665091504
20200713,4809,0.6386378047647683
20200714,3696,0.32259701526683304
20200715,4754,0.1747123361022576
20200716,4520,0.4838305309738801
20200717,4874,0.7097396183143491
20200720,3772,0.46166534725738606
20200721,4169,0.3091962556670541
20200722,6356,0.16944813690755675
20200723,3166,0.37923435137971584
20200724,5745,0.47860122125433835
20200728,5126,0.2210905659490305
20200729,4535,0.48389663889356277
20200730,4140,0.3001200876287792
20200731,4413,0.19949941395093562
20200803,4344,0.22821991302073
20200804,3841,0.6425629881931387
20200805,4397,0.47665801258190815
20200806,4259,0.564796756259773
20200807,4476,0.47576615771521685
20200810,4195,0.43989178908907844
20200811,4450,0.20522015719957973
20200812,4276,0.431383749751941
20200813,4541,0.16903783315549725
20200814,5125,0.4790106733272904
20200817,4268,0.393277482604203
20200818,4222,0.27145879494107283
20200819,4102,0.45856285647853556
20200820,6705,0.4799460813014403
20200821,3789,0.4625201981352723
20200824,5021,0.17661287271458168
20200825,4874,0.17228277460712452
20200826,5281,0.48369922555011247
20200827,6134,0.4834255428741807
20200828,5217,0.705337847004766
20200831,3892,0.17664100749337153
20200902,3412,0.643330145491206
20200903,4308,0.47847693484114556
20200904,4039,0.5027878800164097
20200907,5802,0.07874286558155132
20200908,7267,0.3247426592526228
20200909,5116,0.07777880888432263
20200910,4750,0.20669989091222699
20200911,4219,0.15789296593355095
20200914,3974,0.1276039088938547
20200915,4367,0.10143750736246937
20200917,5657,0.3145369004037069
20200918,6252,0.4513243182716162
20200921,4214,0.16995325603886788
20200922,7021,0.17602373103408708
20200923,4493,0.16103100697307482
20200924,5495,0.5152174611195274
20200925,4589,0.3497225836826407
20200928,5315,0.2603164827564488
20200929,7386,0.1537924540820329
20200930,2745,0.3334387728312741
20201001,3636,0.6471506017576093
20201002,2335,0.10894035243307766
20201005,4500,0.32218304048413815
20201006,6020,0.3305327556120312
20201007,5788,0.6171601610339206
20201008,3683,0.24825406345336332
20201009,1856,0.19358390050089874
20201012,3219,0.23754228974166122
20201013,5581,0.2224323570145213
20201014,3295,0.10549044999901366
20201015,3193,0.6036273911724919
20201016,3410,0.15008113021435943
20201019,4239,0.44331756550980644
20201020,4569,0.3002098076175088
20201021,8172,0.6075832350487294
20201022,5182,0.2840554519904696
20201023,4493,0.176489320507516
20201026,4564,0.2793822299915811
20201027,2271,0.3137542954087257
20201028,3426,0.15398431682716243
20201029,5683,0.5941610659982847
20201030,2568,0.1721514838674794
20201103,7603,0.23975045872123343
20201104,5103,0.24017704716519167
20201105,3772,0.19356259383909077
20201106,2718,0.3718519675083782
20201107,2366,0.37601893969851985
20201109,4949,0.2383891230886397
20201110,6492,0.32943494124257044
20201111,8756,0.38476356961804886
20201112,4154,0.0774176014959812
20201113,5150,0.1755661590915659
20201114,3069,0.465575582249009
20201116,4721,0.16984541584292182
20201117,6605,0.47665801258190815
20201118,2346,0.10280660355382638
20201119,6161,0.37125925758610595
20201120,2530,0.3074347189587095
20201123,3609,0.3023758919018766
20201124,8286,0.3247426592526228
20201126,5883,0.13655728829943614
20201127,2720,0.2823295976999013
20201130,5370,0.7127580865440161
20201202,4792,0.1561178464118553
20201203,4174,0.3709891578360744
20201204,2535,0.1865261825789576
20201207,3390,0.1865050814948652
20201208,5811,0.39881753772497175
20201209,3570,0.10685179297366867
20201210,4994,0.15312326924956363
20201211,3457,0.1535740130751029
20201214,4783,0.24527249642364354
20201215,4703,0.20590853418021096
20201216,2238,0.32822896362646764
20201217,2816,0.3979645957830159
20201218,4336,0.6367701018504474
20201221,3441,0.2464047156922195
20201222,4732,0.35235007246551303
20201223,3515,0.23239321406768712
20201224,5206,0.1684840802103281
20201228,2174,0.11156326711177825
20201229,6002,0.33386243913484653
20201230,5221,0.18061018455287683
20201231,5337,0.49455179062874416
20210104,3762,0.18964802703131797
20210105,5700,0.2045663613275341
20210106,4197,0.5852631925759108
20210107,4263,0.3798340509443179
20210108,2996,0.4110514969475891
20210111,5740,0.19394869815720162
20210112,7394,0.09064338509155355
20210113,4400,0.24719921482645946
20210114,5055,0.4780474829932917
20210115,5816,0.1964878032064956
20210118,4557,0.16984541584292182
20210119,6966,0.23192493739983308
20210120,6604,0.6781995327705922
20210121,4239,0.2529647593329782
20210122,4384,0.1546768934668406
20210208,3763,0.2988596612862918
20210209,6318,0.2932549372898495
20210210,2069,0.18575398862685844
20210211,3400,0.2920507511366968
20210212,3568,0.3731787660847539
20210214,4264,0.03536035825862832
20210215,5407,0.17761258246134154
20210216,6879,0.1684840802103281
20210217,4717,0.17660125757365122
20210218,6047,0.3449798176793948
20210222,5729,0.23975045872123343
20210223,4913,0.15475651077926159
20210224,2548,0.15450373829382916
20210225,4842,0.709897795682368
20210226,4071,0.2935050078967343
20210301,4848,0.48389663889356277
20210302,3964,0.44580825700708054
20210303,2878,0.13339569392735542
20210304,6174,0.6038077709337939
20210305,6888,0.2441098076007936
20210308,6258,0.5760955424542011
20210309,5951,0.29857138259255367
20210310,3388,0.4583881154202896
20210311,4491,0.329337203722933
20210312,2976,0.2026011264712914
20210315,4074,0.0769600368955213
20210316,4823,0.18816147988581136
20210317,4094,0.33653544869759805
20210318,2133,0.1967707662478737
20210319,4444,0.5541461272343344
20210322,4666,0.4989399350726086
20210323,4662,0.15785914839933746
20210325,4569,0.5028287606135659
20210326,4868,0.27374017895563785
20210329,6323,0.16063415387726346
20210330,4932,0.46343560633452036
20210331,1739,0.19863440166025056
20210405,4394,0.2606299887727136
20210406,4681,0.2788529261104438
20210407,5965,0.18793587302708106
20210408,5689,0.5496162516396979
20210409,6656,0.4813383710643519
20210412,6526,0.17745610845153745
20210413,6245,0.33048391622045764
20210414,3418,0.19989008503115693
20210415,4932,0.48219178289822906
20210416,2800,0.16903783315549725
20210419,4119,0.20172862527811006
20210420,5021,0.1533348821395117
20210421,5239,0.764061473880125
20210422,4534,0.2549948980108551
20210426,4071,0.5805528197469918
20210427,4258,0.1545380697723316
20210428,3845,0.6386584212728168
20210429,3947,0.16178107195250363
20210503,4776,0.3562875318203283
20210504,4123,0.24890923963292783
20210505,3245,0.34174149876703386
20210506,4056,0.18222615755446578
20210507,3112,0.2738383863671966
20210511,4644,0.48541030761340387
20210512,7026,0.41302198871970175
20210513,2555,0.15344272233545778
20210514,2074,0.20069884244838485
20210517,2477,0.3526042839949545
20210518,6319,0.2777911172094552
20210519,3781,0.289794095184492
20210520,5030,0.18818666315597035
20210521,4838,0.5053328146623528
20210524,4000,0.18443763046160985
20210525,6061,0.18345880153710425
20210526,4083,0.27219141518292217
20210527,4345,0.2055078338442937
20210528,3908,0.3499921548042608
20210531,3022,0.10530971047670944
20210601,4236,0.4214827158140099
20210602,3149,0.4832268960644369
20210603,2479,0.1010150304728228
20210604,2643,0.32395517912895777
20210607,4060,0.43815903326091554
20210608,4406,0.3053943307632985
20210609,3956,0.2773543233003305
20210610,3181,0.6363560683312622
20210611,1975,0.13462986505873825
20210614,4152,0.18690018718009407
20210615,5104,0.3699983907199424
20210616,4383,0.19996002550682293
20210617,3875,0.3478836322802564
20210618,2647,0.17107958697430464
20210621,4219,0.6088241021399912
20210622,5042,0.16094557474812735
20210623,3912,0.4669860215873821
20210624,4265,0.21242063416087106
20210625,1833,0.1537924540820329
20210629,4388,0.3804310486303723
20210630,3609,0.1839624082037936
20210702,1997,0.647974263559217
20210705,4200,0.48563007019136256
20210706,5879,0.5706711101143256
20210707,4570,0.2012710533355889
20210708,4296,0.5603054118026857
20210709,2213,0.23146774724449798
20210712,4247,0.5612694538157919
20210713,4331,0.17076496496472668
20210714,4447,0.2104693639051655
20210715,3841,0.47510114317354946
20210716,3401,0.48245019408671747
20210720,5463,0.17182079742784084
20210721,5844,0.5370076417145521
20210722,4375,0.438893444965715
20210723,3452,0.27553540104109303
20210726,5151,0.5351646668625913
20210727,4442,0.15302026012993375
20210728,4388,0.32813507334693615
20210729,3834,0.14466819554243396
20210730,4340,0.20910186094110425
20210802,5195,0.48237882925116493
20210803,4735,0.2134003881850968
20210804,3704,0.2767928318225819
20210805,2991,0.18567133170107133
20210806,5302,0.4555764583724996
20210809,4997,0.5133945154107135
20210811,4313,0.20769791198489457
20210812,5919,0.09398010230906631
20210813,2887,0.25769627729835715
20210816,4485,0.3001911294136358
20210817,5359,0.2266384183388689
20210818,3784,0.17602373103408708
20210819,5875,0.5300527713868929
20210820,4699,0.5318716642778852
20210823,3928,0.2304601374398107
20210824,4036,0.1206791850697735
20210825,3738,0.49292713931073306
20210826,4757,0.44839856559167734
20210827,427,0.135297111587032
20210830,5677,0.4842687639270139
20210831,4463,0.3961756585020086
20210902,3680,0.26009851164144016
20210903,2966,0.10325641493758428
20210906,4045,0.25417628754740174
20210907,4651,0.26701402852068773
20210908,5190,0.12240724932078433
20210909,5687,0.2757838857627433
20210910,5829,0.20533855527963324
20210913,3659,0.2758214477482049
20210914,5827,0.18207635013629558
20210917,1984,0.17361196669547452
20210920,5103,0.5809354292439377
20210921,4300,0.32888695915756017
20210923,4022,0.12331777504928733
20210924,3813,0.4625201981352723
20210927,700,0.18151438876662562
20210929,4508,0.39829372570566507
20210930,2485,0.09779649841558673
20211001,4007,0.332442337643841
20211005,4185,0.5045959653932115
20211006,3960,0.1860686106364364
20211007,3789,0.40165800502118854
20211008,1465,0.21559394646274005
20211012,5544,0.6470630256507707
20211013,4306,0.5643054842560187
20211014,3833,0.26660595675525456
20211015,1685,0.08218193847524083
20211018,3486,0.28611108230507887
20211019,4942,0.1543815957625275
20211020,6343,0.7881667532350706
20211021,3018,0.17362477125033088
20211022,3191,0.18465939008023427
20211025,3790,0.18347700984905593
20211026,5135,0.16995325603886788
20211027,4718,0.17661287271458168
20211028,4381,0.4682409266997938
20211029,6537,0.2778888547290926
20211103,4504,0.46230959844977954
20211104,4843,0.27561804328275763
20211105,2524,0.25201393303015956
20211108,5746,0.1599329429735308
20211110,3199,0.39630758065892296
20211111,3959,0.5727357564801755
20211112,4920,0.6412074674730714
20211115,3677,0.11094943407922982
20211116,3128,0.2506393816872783
20211117,5052,0.5374437601540399
20211122,5510,0.5138350390869638
20211123,4342,0.2608868728124577
20211125,5398,0.4837319711433804
20211126,4445,0.17475857640414133
20211129,5374,0.5498513738098352
20211130,4589,0.3642066497388093
20211202,2105,0.5779958441205646
20211203,4893,0.47721175084295475
20211204,3698,0.39937127598601835
20211206,4509,0.4156821937275969
20211207,3882,0.567738044741361
20211208,4259,0.48761386577849797
20211209,3794,0.20262945214367428
20211210,5509,0.33038893931585805
20211211,3353,0.4973540498381075
20211213,4427,0.5523551341761713
20211214,5658,0.5870272255850875
20211216,5162,0.47901155437464293
20211217,4666,0.5320306639567665
20211220,3568,0.31376407503433845
20211221,5312,0.600939080754052
20211227,3787,0.24294711877794367
20211228,6205,0.5771422267089719
20211229,3643,0.4194008890247863
20211230,2962,0.14496929347515106
20220103,5246,0.4177599970672441
20220104,4322,0.23403344523971492
20220105,4269,0.2141270466731942
20220106,4211,0.484974159805671
20220107,4582,0.6296269810718038
20220110,3819,0.2689562386727851
20220117,4852,0.24812692832039748
20220118,4908,0.2778888547290926
20220119,4278,0.3631599361157935
20220120,5103,0.4589350108802318
20220121,3585,0.5944533975098444
20220124,5700,0.2915016236901283
20220125,7258,0.6498447858250659
20220126,6068,0.4999293512494667
20220127,6084,0.3771477081982985
20220128,6516,0.2198825766081395
20220131,5635,0.20940102056964582
20220201,5445,0.24515653590793193
20220203,5494,0.5133008307088975
20220204,5432,0.18969340096997175
20220207,3966,0.3709891578360744
20220208,4395,0.22484501708460888
20220209,6114,0.16194642985644547
20220210,4396,0.359947490627351
20220214,4485,0.23045382326711777
20220215,4747,0.4149027898713298
20220216,3441,0.22226815915626025
20220217,4136,0.5659523967038029
20220218,5814,0.1755661590915659
20220221,6563,0.3753605330119962
20220222,4636,0.2800870972418267
20220223,3266,0.36412400749714474
20220224,2061,0.26842969540668565
20220225,5947,0.0988078159612158
20220228,5672,0.2809642386177311
20220301,4324,0.29002542885101357
20220302,3872,0.17962900616876454
20220303,3076,0.5528650256473084
20220304,2646,0.3451645439409691
20220307,5131,0.3168147602288619
20220308,4775,0.34401374925737793
20220309,4839,0.3934660267376381
20220310,5061,0.6392658740541208
20220311,4548,0.3317793495110843
20220315,4055,0.10588773627643999
20220316,4073,0.17000188985272593
20220317,7483,0.4780193188462568
20220318,4298,0.3002491316976754
20220321,5533,0.24334218041080494
20220322,5735,0.59063957846683
20220323,4702,0.3499921548042608
20220324,5672,0.7106681834873945
20220325,4908,0.7286103016656377
20220328,4706,0.3631599361157935
20220329,4260,0.5138280494446339
20220330,4529,0.39561184693289836
20220331,5794,0.5517503245369247
20220401,3685,0.1929529824917731
20220404,4654,0.10967023408607295
20220405,4509,0.2080941923999268
20220406,4323,0.29026574920053066
20220407,6103,0.4652364083865414
20220408,2251,0.38338402567350344
20220411,5272,0.27877134112560226
20220418,3950,0.16496936205936513
20220419,4773,0.24399386176920454
20220420,1927,0.44439320685422934
20220421,4019,0.10175625561048154
20220422,5757,0.6066181357788002
20220425,4969,0.24825406345336332
20220426,5263,0.32634311113668524
20220427,3982,0.15769428975556207
20220428,5775,0.4812161110600699
20220429,6203,0.5531321592045866
20220502,5024,0.6276334058590557
20220503,5710,0.3974307691921358
20220504,4447,0.30115520079498703
20220505,3649,0.6341868710129157
20220509,5094,0.3001911294136358
20220510,4241,0.32697464587895764
20220511,3912,0.1590556253881558
20220512,3790,0.3224166355055311
20220513,6125,0.4143393013529155
20220516,4830,0.32613218840049657
20220517,4657,0.15981971370461193
20220518,3970,0.11804585934819085
20220519,4058,0.6348703875489856
20220520,6055,0.59063957846683
20220523,4992,0.5817980920750161
20220524,3044,0.2732099940271481
20220525,4638,0.3414614138136739
20220526,5114,0.4780193188462568
20220527,5611,0.4830035799288231
20220530,3594,0.5522841217595598
20220531,6613,0.42059705764703126
20220601,4351,0.2767444035864394
20220602,6064,0.6083655463612597
20220606,4861,0.2741973544268504
20220607,6398,0.1726283801152654
20220608,4511,0.22881130137197347
20220609,5668,0.6084551782452541
20220610,5476,0.5475273471034091
20220613,5007,0.26212750495775883
20220614,5437,0.39611692201184184
20220615,4655,0.5556561836600303
20220616,5451,0.5314394224467485
20220617,2257,0.32743546301256055
20220620,4955,0.6944854581356048
20220621,5408,0.3966664312455965
20220622,4237,0.43345720659131587
20220623,3445,0.5369221213848694
20220624,3667,0.5837290541892466
20220627,3495,0.3054469880267329
20220628,5382,0.23943583671165547
20220629,5020,0.17602373103408708
20220630,5401,0.6865964426683342
20220704,5375,0.5837097886204718
20220705,5721,0.1774929068626269
20220706,3673,0.30772522963907406
20220707,5140,0.19888812861364819
20220708,4017,0.28464466709157693
20220711,3755,0.2759326359240905
20220714,5561,0.5381816079435141
20220715,2127,0.1595842391155336
