id,num_words,score,date,homicidios_fuentes_gobierno,homicidios_fuentes_abiertas
20200827,6134,0.4834255428741807,27082020,70.0,85.0
20200828,5217,0.705337847004766,28082020,81.0,76.0
20200831,3892,0.1766410074933715,31082020,88.0,92.0
20200902,3412,0.643330145491206,02092020,,
20200903,4308,0.4784769348411455,03092020,,
20200904,4039,0.5027878800164097,04092020,,
20200907,5802,0.0787428655815513,07092020,,
20200908,7267,0.3247426592526228,08092020,,
20200909,5116,0.0777788088843226,09092020,,
20200910,4750,0.2066998909122269,10092020,87.0,76.0
20200911,4219,0.1578929659335509,11092020,79.0,79.0
20200914,3974,0.1276039088938547,14092020,75.0,78.0
20200915,4367,0.1014375073624693,15092020,76.0,71.0
20200917,5657,0.3145369004037069,17092020,65.0,75.0
20200918,6252,0.4513243182716162,18092020,67.0,59.0
20200921,4214,0.1699532560388678,21092020,62.0,85.0
20200922,7021,0.176023731034087,22092020,75.0,72.0
20200923,4493,0.1610310069730748,23092020,71.0,71.0
20200924,5495,0.5152174611195274,24092020,82.0,70.0
20200925,4589,0.3497225836826407,25092020,70.0,77.0
20200928,5315,0.2603164827564488,28092020,85.0,80.0
20200929,7386,0.1537924540820329,29092020,72.0,61.0
20200930,2745,0.3334387728312741,30092020,83.0,69.0
20201001,3636,0.6471506017576093,01102020,,
20201002,2335,0.1089403524330776,02102020,,
20201005,4500,0.3221830404841381,05102020,,
20201006,6020,0.3305327556120312,06102020,,
20201007,5788,0.6171601610339206,07102020,,
20201008,3683,0.2482540634533633,08102020,,
20201009,1856,0.1935839005008987,09102020,,
20201012,3219,0.2375422897416612,12102020,77.0,117.0
20201013,5581,0.2224323570145213,13102020,78.0,68.0
20201014,3295,0.1054904499990136,14102020,89.0,80.0
20201015,3193,0.6036273911724919,15102020,86.0,79.0
20201016,3410,0.1500811302143594,16102020,59.0,59.0
20201019,4239,0.4433175655098064,19102020,76.0,82.0
20201020,4569,0.3002098076175088,20102020,67.0,65.0
20201021,8172,0.6075832350487294,21102020,72.0,72.0
20201022,5182,0.2840554519904696,22102020,99.0,86.0
20201023,4493,0.176489320507516,23102020,76.0,69.0
20201026,4564,0.2793822299915811,26102020,87.0,83.0
20201027,2271,0.3137542954087257,27102020,67.0,60.0
