id,num_words,score,dates,homicidios_fuentes_gobierno,homicidios_fuentes_abiertas,nnet_score
20201104,5103,0.240177047,11/4/2020,94,64,0.421744857
20201105,3772,0.193562594,11/5/2020,78,85,0.232323641
20201106,2718,0.371851968,11/6/2020,83,69,0.278092729
20201107,2366,0.37601894,11/7/2020,82,64,0.26191623
20201109,4949,0.238389123,11/9/2020,80,77,0.486813963
20201110,6492,0.329434941,11/10/2020,71,79,0.384615583
20201111,8756,0.38476357,11/11/2020,87,93,0.50241925
20201112,4154,0.077417601,11/12/2020,70,64,0.428340201
20201113,5150,0.175566159,11/13/2020,62,70,0.613868333
20201114,3069,0.465575582,11/14/2020,81,70,0.338404003
20201116,4721,0.169845416,11/16/2020,72,67,0.507413261
20201117,6605,0.476658013,11/17/2020,91,82,0.471599802
20201118,2346,0.102806604,11/18/2020,57,72,0.229016145
20201119,6161,0.371259258,11/19/2020,76,73,0.295273446
20201120,2530,0.307434719,11/20/2020,57,72,0.267099843
20201123,3609,0.302375892,11/23/2020,76,105,0.411777216
20201124,8286,0.324742659,11/24/2020,90,77,0.491830823
20201125,5309,0.432113802,11/25/2020,90,80,0.432113802
20201126,5883,0.136557288,11/26/2020,83,68,0.480894206
20201127,2720,0.282329598,11/27/2020,77,63,0.233783213
20201130,5370,0.712758087,11/30/2020,79,76,0.552434898
20201202,4792,0.156117846,12/2/2020,85,71,0.474627845
20201203,4174,0.370989158,12/3/2020,85,62,0.374955839
20201204,2535,0.186526183,12/4/2020,60,71,0.354014576
20201207,3390,0.186505081,12/7/2020,87,100,0.445490669
20201208,5811,0.398817538,12/8/2020,74,65,0.281311577
20201209,3570,0.106851793,12/9/2020,65,78,0.437173582
20201210,4994,0.153123269,12/10/2020,71,72,0.523378015
20201211,3457,0.153574013,12/11/2020,79,68,0.30134768
20201214,4783,0.245272496,12/14/2020,77,72,0.293951464
20201215,4703,0.205908534,12/15/2020,48,68,0.342288835
20201216,2238,0.328228964,12/16/2020,72,62,0.330431993
20201217,2816,0.397964596,12/17/2020,66,70,0.330060221
20201218,4336,0.636770102,12/18/2020,72,63,0.28430611
20201221,3441,0.246404716,12/21/2020,69,79,0.297588134
20201222,4732,0.352350072,12/22/2020,56,69,0.436887065
20201223,3515,0.232393214,12/23/2020,76,72,0.410751618
20201224,5206,0.16848408,12/24/2020,50,58,0.332623569
20201228,2174,0.111563267,12/28/2020,90,64,0.338894629
20201229,6002,0.333862439,12/29/2020,72,70,0.526183858
20201230,5221,0.180610185,12/30/2020,72,62,0.464679058
20201231,5337,0.494551791,12/31/2020,56,61,0.331853974
20210104,3762,0.189648027,1/4/2021,78,81,0.472152806
20210105,5700,0.204566361,1/5/2021,79,81,0.344825664
20210106,4197,0.585263193,1/6/2021,58,62,0.3206978
20210107,4263,0.379834051,1/7/2021,85,80,0.530753498
20210108,2996,0.411051497,1/8/2021,72,65,0.279075508
20210111,5740,0.193948698,1/11/2021,80,88,0.548659317
20210112,7394,0.090643385,1/12/2021,74,73,0.292753005
20210113,4400,0.247199215,1/13/2021,68,82,0.451892065
20210114,5055,0.478047483,1/14/2021,85,69,0.468492642
20210115,5816,0.196487803,1/15/2021,87,75,0.436003903
20210118,4557,0.169845416,1/18/2021,82,82,0.489646119
20210119,6966,0.231924937,1/19/2021,71,79,0.435988397
20210120,6604,0.678199533,1/20/2021,60,63,0.392663539
20210121,4239,0.252964759,1/21/2021,82,98,0.520938278
20210122,4384,0.154676893,1/22/2021,90,75,0.345907472
20210208,3763,0.298859661,2/8/2021,89,76,0.394545398
20210209,6318,0.293254937,2/9/2021,76,92,0.600257679
20210210,2069,0.185753989,2/10/2021,66,44,0.250293159
20210211,3400,0.292050751,2/11/2021,68,87,0.350611267
20210212,3568,0.373178766,2/12/2021,79,74,0.441789389
20210214,4264,0.035360358,2/14/2021,68,65,0.221226086
20210215,5407,0.177612582,2/15/2021,84,72,0.296873604
20210216,6879,0.16848408,2/16/2021,69,74,0.384945212
20210217,4717,0.176601258,2/17/2021,71,88,0.736899606
20210218,6047,0.344979818,2/18/2021,89,93,0.726132503
20210219,5416,0.175398658,2/19/2021,63,75,0.175398658
20210222,5729,0.239750459,2/22/2021,80,85,0.487016721
20210223,4913,0.154756511,2/23/2021,93,78,0.349612805
20210224,2548,0.154503738,2/24/2021,82,78,0.32691262
20210225,4842,0.709897796,2/25/2021,81,71,0.598027102
20210226,4071,0.293505008,2/26/2021,80,96,0.563336097
20210301,4848,0.483896639,3/1/2021,62,78,0.509932704
20210302,3964,0.445808257,3/2/2021,73,71,0.219516751
20210303,2878,0.133395694,3/3/2021,60,64,0.479413811
20210304,6174,0.603807771,3/4/2021,81,71,0.76974464
20210305,6888,0.244109808,3/5/2021,77,77,0.668783486
20210308,6258,0.576095542,3/8/2021,76,82,0.48747839
20210309,5951,0.298571383,3/9/2021,63,76,0.455800391
20210310,3388,0.458388115,3/10/2021,71,75,0.482345408
20210311,4491,0.329337204,3/11/2021,88,88,0.342297704
20210312,2976,0.202601126,3/12/2021,85,74,0.372173374
20210315,4074,0.076960037,3/15/2021,68,62,0.500658565
20210316,4823,0.18816148,3/16/2021,86,89,0.287925922
20210317,4094,0.336535449,3/17/2021,75,71,0.5293346
20210318,2133,0.196770766,3/18/2021,97,85,0.370523524
20210319,4444,0.554146127,3/19/2021,80,64,0.438816441
20210322,4666,0.498939935,3/22/2021,77,83,0.324632117
20210323,4662,0.157859148,3/23/2021,72,127,0.31621465
20210324,4326,0.218681783,3/24/2021,85,72,0.218681783
20210325,4569,0.502828761,3/25/2021,89,74,0.379524216
20210326,4868,0.273740179,3/26/2021,73,76,0.712448545
20210329,6323,0.160634154,3/29/2021,94,78,0.545047845
20210330,4932,0.463435606,3/30/2021,68,82,0.453484235
20210331,1739,0.198634402,3/31/2021,80,76,0.288346358
20210405,4394,0.260629989,4/5/2021,61,65,0.58382315
20210406,4681,0.278852926,4/6/2021,77,76,0.311402193
20210407,5965,0.187935873,4/7/2021,64,80,0.499546859
20210408,5689,0.549616252,4/8/2021,70,70,0.426595434
20210409,6656,0.481338371,4/9/2021,79,54,0.498817058
20210412,6526,0.177456108,4/12/2021,87,80,0.869895995
20210413,6245,0.330483916,4/13/2021,105,94,0.49097838
20210414,3418,0.199890085,4/14/2021,84,67,0.409675918
20210415,4932,0.482191783,4/15/2021,68,67,0.426105806
20210416,2800,0.169037833,4/16/2021,58,65,0.237272219
20210419,4119,0.201728625,4/19/2021,89,90,0.473157435
20210420,5021,0.153334882,4/20/2021,69,78,0.337372326
20210421,5239,0.764061474,4/21/2021,72,61,0.346078454
20210422,4534,0.254994898,4/22/2021,66,77,0.443213103
20210426,4071,0.58055282,4/26/2021,81,80,0.475166576
20210427,4258,0.15453807,4/27/2021,76,82,0.18731052
20210428,3845,0.638658421,4/28/2021,93,81,0.340312587
20210429,3947,0.161781072,4/29/2021,83,76,0.559883919
20210430,2606,0.186045247,4/30/2021,78,64,0.186045247
20210503,4776,0.356287532,5/3/2021,94,71,0.340138492
20210504,4123,0.24890924,5/4/2021,80,84,0.31922789
20210505,3245,0.341741499,5/5/2021,80,64,0.383068346
20210506,4056,0.182226158,5/6/2021,83,75,0.330316547
20210507,3112,0.273838386,5/7/2021,81,72,0.391177682
20210510,175,0,5/10/2021,65,61,0
20210511,4644,0.485410308,5/11/2021,58,68,0.472123497
20210512,7026,0.413021989,5/12/2021,75,62,0.600185139
20210513,2555,0.153442722,5/13/2021,69,71,0.364718362
20210514,2074,0.200698842,5/14/2021,107,69,0.292197357
20210517,2477,0.352604284,5/17/2021,86,73,0.256698785
20210518,6319,0.277791117,5/18/2021,88,65,0.53031409
20210519,3781,0.289794095,5/19/2021,61,66,0.313478557
20210520,5030,0.188186663,5/20/2021,83,63,0.407287868
20210521,4838,0.505332815,5/21/2021,70,65,0.406472488
20210524,4000,0.18443763,5/24/2021,80,60,0.474631251
20210525,6061,0.183458802,5/25/2021,64,60,0.414578359
20210526,4083,0.272191415,5/26/2021,78,67,0.482527961
20210527,4345,0.205507834,5/27/2021,83,72,0.316304722
20210528,3908,0.349992155,5/28/2021,63,67,0.381600198
20210531,3022,0.10530971,5/31/2021,80,70,0.400644889
20210601,4236,0.421482716,6/1/2021,57,66,0.327490411
20210602,3149,0.483226896,6/2/2021,95,70,0.303817403
20210603,2479,0.10101503,6/3/2021,58,62,0.223542066
20210604,2643,0.323955179,6/4/2021,58,58,0.3086024
20210607,4060,0.438159033,6/7/2021,70,62,0.54096607
20210608,4406,0.305394331,6/8/2021,81,64,0.357809247
20210609,3956,0.277354323,6/9/2021,80,94,0.400640953
20210610,3181,0.636356068,6/10/2021,88,72,0.411016461
20210611,1975,0.134629865,6/11/2021,79,57,0.293664184
20210614,4152,0.186900187,6/14/2021,72,83,0.560156632
20210615,5104,0.369998391,6/15/2021,74,71,0.367283913
20210616,4383,0.199960026,6/16/2021,80,63,0.416082542
20210617,3875,0.347883632,6/17/2021,85,47,0.359019219
20210618,2647,0.171079587,6/18/2021,73,74,0.257985231
20210621,4219,0.608824102,6/21/2021,80,74,0.186398416
20210622,5042,0.160945575,6/22/2021,69,72,0.496158938
20210623,3912,0.466986022,6/23/2021,75,50,0.575588294
20210624,4265,0.212420634,6/24/2021,73,71,0.514770241
20210625,1833,0.153792454,6/25/2021,80,71,0.291363945
20210629,4388,0.380431049,6/29/2021,78,61,0.339174009
20210630,3609,0.183962408,6/30/2021,88,77,0.469228669
20210702,1997,0.647974264,7/2/2021,68,71,0.328822202
20210705,4200,0.48563007,7/5/2021,85,103,0.641982495
20210706,5879,0.57067111,7/6/2021,80,103,0.49586972
20210707,4570,0.201271053,7/7/2021,83,92,0.659609551
20210708,4296,0.560305412,7/8/2021,57,65,0.518916568
20210709,2213,0.231467747,7/9/2021,52,59,0.291998769
20210712,4247,0.561269454,7/12/2021,92,65,0.445700887
20210713,4331,0.170764965,7/13/2021,86,74,0.381623311
20210714,4447,0.210469364,7/14/2021,69,78,0.64329555
20210715,3841,0.475101143,7/15/2021,86,91,0.326572154
20210716,3401,0.482450194,7/16/2021,73,75,0.584385258
20210719,4379,0.616599978,7/19/2021,103,74,0.616599978
20210720,5463,0.171820797,7/20/2021,77,74,0.415710563
20210721,5844,0.537007642,7/21/2021,79,81,0.509630505
20210722,4375,0.438893445,7/22/2021,53,65,0.663439699
20210723,3452,0.275535401,7/23/2021,78,73,0.434701539
20210726,5151,0.535164667,7/26/2021,81,71,0.494929525
20210727,4442,0.15302026,7/27/2021,76,68,0.310000916
20210728,4388,0.328135073,7/28/2021,66,73,0.559589003
20210729,3834,0.144668196,7/29/2021,91,86,0.361617868
20210730,4340,0.209101861,7/30/2021,67,68,0.427073607
20210802,5195,0.482378829,8/2/2021,87,70,0.642840401
20210803,4735,0.213400388,8/3/2021,68,62,0.545045084
20210804,3704,0.276792832,8/4/2021,97,78,0.466213784
20210805,2991,0.185671332,8/5/2021,77,72,0.425545166
20210806,5302,0.455576458,8/6/2021,84,74,0.70480311
20210809,4997,0.513394515,8/9/2021,83,72,0.379082429
20210810,4479,0.366100352,8/10/2021,63,73,0.366100352
20210811,4313,0.207697912,8/11/2021,66,64,0.600196005
20210812,5919,0.093980102,8/12/2021,73,70,0.538509005
20210813,2887,0.257696277,8/13/2021,98,75,0.299755804
20210816,4485,0.300191129,8/16/2021,82,73,0.64462411
20210817,5359,0.226638418,8/17/2021,72,76,0.441860812
20210818,3784,0.176023731,8/18/2021,89,79,0.567327124
20210819,5875,0.530052771,8/19/2021,67,72,0.60931232
20210820,4699,0.531871664,8/20/2021,69,72,0.398166209
20210823,3928,0.230460137,8/23/2021,71,71,0.572466391
20210824,4036,0.120679185,8/24/2021,73,80,0.303531826
20210825,3738,0.492927139,8/25/2021,63,62,0.482154926
20210826,4757,0.448398566,8/26/2021,77,75,0.551065927
20210827,427,0.135297112,8/27/2021,55,69,0.158920326
20210830,5677,0.484268764,8/30/2021,94,84,0.548429187
20210831,4463,0.396175659,8/31/2021,78,74,0.467295651
20210902,3680,0.260098512,9/2/2021,90,71,0.521351841
20210903,2966,0.103256415,9/3/2021,69,60,0.394762488
20210906,4045,0.254176288,9/6/2021,74,108,0.595671534
20210907,4651,0.267014029,9/7/2021,105,78,0.27389724
20210908,5190,0.122407249,9/8/2021,73,82,0.711086975
20210909,5687,0.275783886,9/9/2021,85,75,0.474266556
20210910,5829,0.205338555,9/10/2021,82,80,0.385959768
20210913,3659,0.275821448,9/13/2021,100,90,0.572005192
20210914,5827,0.18207635,9/14/2021,79,75,0.479959884
20210917,1984,0.173611967,9/17/2021,78,86,0.295596791
20210920,5103,0.580935429,9/20/2021,67,72,0.40401372
20210921,4300,0.328886959,9/21/2021,70,77,0.332773406
20210923,4022,0.123317775,9/23/2021,66,74,0.306001314
20210924,3813,0.462520198,9/24/2021,77,74,0.162502371
20210927,700,0.181514389,9/27/2021,79,74,0.147301881
20210929,4508,0.398293726,9/29/2021,86,77,0.517466305
20210930,2485,0.097796498,9/30/2021,67,68,0.39042844
20211001,4007,0.332442338,10/1/2021,80,72,0.367598917
20211004,5843,0.058690964,10/4/2021,70,70,0.058690964
20211005,4185,0.504595965,10/5/2021,69,70,0.569141318
20211006,3960,0.186068611,10/6/2021,81,72,0.585671705
20211007,3789,0.401658005,10/7/2021,79,73,0.45966907
20211008,1465,0.215593946,10/8/2021,73,75,0.268947751
20211011,5111,0.861460107,10/11/2021,89,88,0.861460107
20211012,5544,0.647063026,10/12/2021,76,67,0.488151628
20211013,4306,0.564305484,10/13/2021,72,70,0.490666665
20211014,3833,0.266605957,10/14/2021,59,61,0.47223586
20211015,1685,0.082181938,10/15/2021,70,70,0.292368574
20211018,3486,0.286111082,10/18/2021,84,76,0.474227438
20211019,4942,0.154381596,10/19/2021,64,65,0.329802867
20211020,6343,0.788166753,10/20/2021,72,61,0.435073928
20211021,3018,0.173624771,10/21/2021,86,71,0.485316711
20211022,3191,0.18465939,10/22/2021,54,72,0.422196247
20211025,3790,0.18347701,10/25/2021,80,79,0.425616531
20211026,5135,0.169953256,10/26/2021,65,78,0.471859124
20211027,4718,0.176612873,10/27/2021,60,70,0.422340621
20211028,4381,0.468240927,10/28/2021,82,78,0.464101678
20211029,6537,0.277888855,10/29/2021,81,60,0.496354531
20211103,4504,0.462309598,11/3/2021,71,73,0.398374371
20211104,4843,0.275618043,11/4/2021,79,79,0.56664631
20211105,2524,0.252013933,11/5/2021,69,80,0.399338119
20211108,5746,0.159932943,11/8/2021,67,73,0.59294757
20211110,3199,0.396307581,11/10/2021,85,74,0.282965097
20211111,3959,0.572735756,11/11/2021,77,80,0.343254228
20211112,4920,0.641207467,11/12/2021,79,72,0.357003383
20211115,3677,0.110949434,11/15/2021,79,74,0.484766703
20211116,3128,0.250639382,11/16/2021,55,70,0.358205836
20211117,5052,0.53744376,11/17/2021,67,71,0.484109382
20211122,5510,0.513835039,11/22/2021,89,74,0.360023613
20211123,4342,0.260886873,11/23/2021,76,94,0.434224246
20211125,5398,0.483731971,11/25/2021,67,84,0.52090333
20211126,4445,0.174758576,11/26/2021,62,62,0.410252358
20211129,5374,0.549851374,11/29/2021,65,74,0.596979125
20211130,4589,0.36420665,11/30/2021,77,92,0.361011796
20211202,2105,0.577995844,12/2/2021,77,74,0.277932496
20211203,4893,0.477211751,12/3/2021,71,65,0.381183375
20211204,3698,0.399371276,12/4/2021,80,64,0.15882297
20211206,4509,0.415682194,12/6/2021,59,67,0.566035685
20211207,3882,0.567738045,12/7/2021,72,85,0.187953332
20211208,4259,0.487613866,12/8/2021,68,64,0.400194204
20211209,3794,0.202629452,12/9/2021,53,65,0.344950538
20211210,5509,0.330388939,12/10/2021,77,52,0.3196458
20211211,3353,0.49735405,12/11/2021,64,66,0.324485217
20211213,4427,0.552355134,12/13/2021,72,65,0.596539306
20211214,5658,0.587027226,12/14/2021,65,73,0.381141907
20211215,4603,0.371652136,12/15/2021,75,68,0.371652136
20211216,5162,0.479011554,12/16/2021,65,69,0.731596993
20211217,4666,0.532030664,12/17/2021,76,81,0.504624746
20211220,3568,0.313764075,12/20/2021,68,65,0.380977797
20211221,5312,0.600939081,12/21/2021,59,68,0.383274042
20211222,4583,0.284685938,12/22/2021,63,78,0.284685938
20211223,4083,0.123571543,12/23/2021,81,63,0.123571543
20211227,3787,0.242947119,12/27/2021,90,74,0.548677114
20211228,6205,0.577142227,12/28/2021,75,74,0.408345536
20211229,3643,0.419400889,12/29/2021,89,73,0.595632474
20211230,2962,0.144969293,12/30/2021,78,61,0.318106611
20220103,5246,0.417759997,1/3/2022,62,61,0.643168033
20220104,4322,0.234033445,1/4/2022,59,56,0.509274327
20220105,4269,0.214127047,1/5/2022,76,70,0.462119674
20220106,4211,0.48497416,1/6/2022,77,77,0.522859196
20220107,4582,0.629626981,1/7/2022,78,72,0.513907285
20220110,3819,0.268956239,1/10/2022,69,78,0.487146529
20220117,4852,0.248126928,1/17/2022,76,96,0.47258076
20220118,4908,0.277888855,1/18/2022,65,62,0.407512477
20220119,4278,0.363159936,1/19/2022,66,75,0.601147184
20220120,5103,0.458935011,1/20/2022,39,53,0.281253252
20220121,3585,0.594453398,1/21/2022,52,64,0.453789136
20220124,5700,0.291501624,1/24/2022,61,63,0.438692449
20220125,7258,0.649844786,1/25/2022,81,68,0.490565756
20220126,6068,0.499929351,1/26/2022,55,78,0.536615928
20220127,6084,0.377147708,1/27/2022,63,68,0.626191601
20220128,6516,0.219882577,1/28/2022,52,73,0.587756792
20220131,5635,0.209401021,1/31/2022,88,78,0.456335128
20220201,5445,0.245156536,2/1/2022,71,78,0.588582392
20220203,5494,0.513300831,2/3/2022,79,71,0.494217521
20220204,5432,0.189693401,2/4/2022,53,58,0.671301637
20220207,3966,0.370989158,2/7/2022,58,71,0.471252141
20220208,4395,0.224845017,2/8/2022,60,71,0.390621683
20220209,6114,0.16194643,2/9/2022,47,62,0.631688221
20220210,4396,0.359947491,2/10/2022,78,74,0.529992743
20220211,3623,0.422134911,2/11/2022,66,61,0.422134911
20220214,4485,0.230453823,2/14/2022,74,64,0.502419778
20220215,4747,0.41490279,2/15/2022,61,73,0.342785569
20220216,3441,0.222268159,2/16/2022,69,73,0.427423971
20220217,4136,0.565952397,2/17/2022,63,65,0.470781485
20220218,5814,0.175566159,2/18/2022,63,65,0.471166738
20220221,6563,0.375360533,2/21/2022,82,70,0.456249373
20220222,4636,0.280087097,2/22/2022,60,78,0.450355988
20220223,3266,0.364124007,2/23/2022,56,61,0.390149911
20220224,2061,0.268429695,2/24/2022,71,60,0.30047004
20220225,5947,0.098807816,2/25/2022,80,71,0.38797161
20220228,5672,0.280964239,2/28/2022,81,63,0.582622165
20220301,4324,0.290025429,3/1/2022,66,69,0.348747235
20220302,3872,0.179629006,3/2/2022,61,70,0.388917385
20220303,3076,0.552865026,3/3/2022,72,68,0.339034363
20220304,2646,0.345164544,3/4/2022,68,66,0.338494046
20220307,5131,0.31681476,3/7/2022,63,62,0.526429435
20220308,4775,0.344013749,3/8/2022,65,74,0.538847034
20220309,4839,0.393466027,3/9/2022,84,79,0.360011161
20220310,5061,0.639265874,3/10/2022,72,69,0.377509554
20220311,4548,0.33177935,3/11/2022,74,66,0.453541914
20220315,4055,0.105887736,3/15/2022,66,74,0.442600246
20220316,4073,0.17000189,3/16/2022,86,67,0.414701764
20220317,7483,0.478019319,3/17/2022,80,63,0.405798546
20220318,4298,0.300249132,3/18/2022,80,103,0.36699957
20220321,5533,0.24334218,3/21/2022,50,64,0.514091306
20220322,5735,0.590639578,3/22/2022,90,63,0.497816893
20220323,4702,0.349992155,3/23/2022,67,62,0.453680533
20220324,5672,0.710668183,3/24/2022,68,78,0.569477173
20220325,4908,0.728610302,3/25/2022,68,83,0.410772469
20220328,4706,0.363159936,3/28/2022,92,73,0.449303254
20220329,4260,0.513828049,3/29/2022,53,57,0.444368097
20220330,4529,0.395611847,3/30/2022,91,76,0.552904732
20220331,5794,0.551750325,3/31/2022,89,78,0.539268468
20220401,3685,0.192952982,4/1/2022,71,62,0.517413501
20220404,4654,0.109670234,4/4/2022,84,78,0.479910898
20220405,4509,0.208094192,4/5/2022,64,61,0.494313497
20220406,4323,0.290265749,4/6/2022,80,57,0.495494629
20220407,6103,0.465236408,4/7/2022,82,60,0.625903557
20220408,2251,0.383384026,4/8/2022,57,63,0.425567193
20220411,5272,0.278771341,4/11/2022,81,69,0.562161544
20220413,3632,0.250699818,4/13/2022,61,58,0.250699818
20220418,3950,0.164969362,4/18/2022,90,62,0.475119175
20220419,4773,0.243993862,4/19/2022,57,65,0.351709316
20220420,1927,0.444393207,4/20/2022,69,56,0.289337478
20220421,4019,0.101756256,4/21/2022,75,72,0.464244819
20220422,5757,0.606618136,4/22/2022,70,91,0.461484733
20220425,4969,0.248254063,4/25/2022,73,70,0.550053134
20220426,5263,0.326343111,4/26/2022,70,63,0.393959031
20220427,3982,0.15769429,4/27/2022,58,61,0.351100131
20220428,5775,0.481216111,4/28/2022,71,69,0.616508421
20220429,6203,0.553132159,4/29/2022,42,60,0.590218555
20220502,5024,0.627633406,5/2/2022,93,86,0.448107497
20220503,5710,0.397430769,5/3/2022,64,60,0.462634617
20220504,4447,0.301155201,5/4/2022,77,65,0.494245362
20220505,3649,0.634186871,5/5/2022,77,66,0.353724829
20220509,5094,0.300191129,5/9/2022,90,72,0.491882041
20220510,4241,0.326974646,5/10/2022,72,65,0.389065518
20220511,3912,0.159055625,5/11/2022,78,78,0.589579796
20220512,3790,0.322416636,5/12/2022,61,61,0.316183167
20220513,6125,0.414339301,5/13/2022,71,61,0.58636644
20220516,4830,0.326132188,5/16/2022,82,72,0.526374986
20220517,4657,0.159819714,5/17/2022,72,74,0.430911978
20220518,3970,0.118045859,5/18/2022,72,64,0.383215246
20220519,4058,0.634870388,5/19/2022,75,74,0.398679096
20220520,6055,0.590639578,5/20/2022,81,85,0.395081192
20220523,4992,0.581798092,5/23/2022,69,72,0.298958867
20220524,3044,0.273209994,5/24/2022,118,89,0.330401215
20220525,4638,0.341461414,5/25/2022,65,75,0.538083459
20220526,5114,0.478019319,5/26/2022,86,73,0.55700307
20220527,5611,0.48300358,5/27/2022,77,86,0.510938801
20220530,3594,0.552284122,5/30/2022,64,63,0.442324948
20220531,6613,0.420597058,5/31/2022,49,68,0.586496365
20220601,4351,0.276744404,6/1/2022,75,71,0.371742747
20220602,6064,0.608365546,6/2/2022,73,86,0.453565174
20220603,4533,1,6/3/2022,57,64,1
20220606,4861,0.274197354,6/6/2022,94,90,0.546637313
20220607,6398,0.17262838,6/7/2022,78,65,0.557270027
20220608,4511,0.228811301,6/8/2022,76,62,0.477824461
20220609,5668,0.608455178,6/9/2022,73,66,0.512032416
20220610,5476,0.547527347,6/10/2022,78,74,0.563885048
20220613,5007,0.262127505,6/13/2022,96,64,0.486421897
20220614,5437,0.396116922,6/14/2022,90,72,0.49003284
20220615,4655,0.555656184,6/15/2022,71,65,0.5243215
20220616,5451,0.531439422,6/16/2022,88,87,0.572562014
20220617,2257,0.327435463,6/17/2022,61,75,0.277853554
20220620,4955,0.694485458,6/20/2022,63,63,0.334799697
20220621,5408,0.396666431,6/21/2022,73,84,0.467129368
20220622,4237,0.433457207,6/22/2022,91,81,0.520599838
20220623,3445,0.536922121,6/23/2022,69,79,0.347508747
20220624,3667,0.583729054,6/24/2022,62,69,0.491031302
20220627,3495,0.305446988,6/27/2022,54,55,0.446949566
20220628,5382,0.239435837,6/28/2022,70,62,0.446292422
20220629,5020,0.176023731,6/29/2022,83,81,0.475438408
20220630,5401,0.686596443,6/30/2022,73,65,0.494691349
20220704,5375,0.583709789,7/4/2022,76,80,0.515016935
20220705,5721,0.177492907,7/5/2022,53,54,0.38377988
20220706,3673,0.30772523,7/6/2022,70,57,0.296492581
20220707,5140,0.198888129,7/7/2022,91,78,0.461465115
20220708,4017,0.284644667,7/8/2022,78,68,0.46614142
20220711,3755,0.275932636,7/11/2022,71,63,0.36682712
20220714,5561,0.538181608,7/14/2022,73,73,0.475594236
20220715,2127,0.159584239,7/15/2022,64,62,0.283517191
20220718,5145,0.362791394,7/18/2022,71,92,0.516936267
20220719,4524,0.14681779,7/19/2022,57,56,0.398777068
20220720,6857,0.7150632,7/20/2022,68,70,0.570806145
20220721,7385,0.394647776,7/21/2022,80,66,0.503852068
20220722,4858,0.691633155,7/22/2022,75,72,0.398740887
20220725,6030,0.554680512,7/25/2022,84,81,0.61474198
20220726,6030,0.616960163,7/26/2022,60,69,0.518150879
20220727,4827,0.258943694,7/27/2022,66,61,0.588542862
20220728,5253,0.472727778,7/28/2022,79,66,0.403720096
20220729,1616,0.208267171,7/29/2022,63,60,0.238739574
20220801,4684,0.334003231,8/1/2022,63,75,0.569944716
20220802,5183,0.264559313,8/2/2022,74,60,0.357905781
20220803,4324,0.387294437,8/3/2022,86,68,0.406032434
20220804,5660,0.158709535,8/4/2022,74,71,0.377481214
20220805,4813,0.310622524,8/5/2022,90,77,0.478973405
20220808,5927,0.247289992,8/8/2022,81,76,0.624988149
20220809,7691,0.309283509,8/9/2022,53,60,0.432640476
20220810,4593,0.176601258,8/10/2022,64,64,0.503264115
20220811,5699,0.603537759,8/11/2022,81,66,0.426034383
20220812,3674,0.370096569,8/12/2022,62,66,0.42651843
20220815,4935,0.637002346,8/15/2022,70,62,0.543795113
20220816,6263,0.365268459,8/16/2022,62,69,0.39949706
20220817,5712,0.550815416,8/17/2022,63,61,0.470450917
20220818,6059,0.301837249,8/18/2022,85,81,0.413450912
20220819,6718,0.515909906,8/19/2022,65,64,0.445142655
20220822,5139,0.505711195,8/22/2022,78,65,0.476659775
20220823,4863,0.294399388,8/23/2022,83,74,0.431785507
20220824,4206,0.490340825,8/24/2022,96,93,0.288124687
20220825,5323,0.472727778,8/25/2022,58,62,0.295693676
20220826,5206,0.138435285,8/26/2022,66,64,0.402699021
20220829,3951,0.10801446,8/29/2022,98,76,0.473004133
20220830,4871,0.29563356,8/30/2022,71,63,0.393426879
20220831,3735,0.503560324,8/31/2022,78,75,0.429879567
20220902,7300,0.671334294,9/2/2022,77,73,0.477348812
20220905,4605,0.185960066,9/5/2022,67,61,0.515308444
20220906,6945,0.298464864,9/6/2022,68,73,0.518138309
20220907,3303,0.169845416,9/7/2022,70,61,0.399174303
20220908,5435,0.608294534,9/8/2022,74,79,0.384549211
20220909,4468,0.162861956,9/9/2022,76,64,0.328953126
20220912,4777,0.584214922,9/12/2022,70,73,0.510948141
20220913,5115,0.639294009,9/13/2022,74,81,0.428689448
20220914,4014,0.651884528,9/14/2022,102,67,0.388171725
20220915,5349,0.653474466,9/15/2022,68,81,0.468101046
20220919,5439,0.400418342,9/19/2022,75,67,0.524127669
20220920,6631,0.661540278,9/20/2022,82,71,0.388263706
20220921,4705,0.17262838,9/21/2022,91,66,0.555170492
20220922,5167,0.442052382,9/22/2022,77,69,0.454625896
20220923,4862,0.113168095,9/23/2022,86,85,0.532065788
20220926,4399,0.176558351,9/26/2022,60,98,0.409590632
20220927,5349,0.549900008,9/27/2022,79,76,0.538945476
20220928,5048,0.481419574,9/28/2022,85,88,0.538692439
20220929,5624,0.465470356,9/29/2022,83,60,0.528124805
20220930,2957,0.262291409,9/30/2022,73,65,0.380436276
20221003,4618,0.507807442,10/3/2022,78,65,0.535620168
20221004,5699,0.190673551,10/4/2022,71,75,0.535402961
20221005,4696,0.365268459,10/5/2022,87,64,0.578988726
20221006,6432,0.561693531,10/6/2022,63,64,0.505960355
20221007,1629,0.226990441,10/7/2022,70,50,0.242060007
20221010,4009,0.579297151,10/10/2022,78,96,0.456206378
20221011,5550,0.109479311,10/11/2022,74,88,0.515625034
20221012,4792,0.603537759,10/12/2022,68,80,0.405089303
20221013,5524,0.378353422,10/13/2022,86,71,0.49633086
