"id","num_words","score","dates","homicides_gov","homicides_open","nnet_score"
20200924,5495,0.515217461,2020-09-24,82,70,0.636491573414077
20200925,4589,0.349722584,2020-09-25,70,77,0.388665875183499
20200928,5315,0.260316483,2020-09-28,85,80,0.443572393772395
20200929,7386,0.153792454,2020-09-29,72,61,0.569138381403425
20200930,2745,0.333438773,2020-09-30,83,69,0.210399423429499
20201001,3636,0.647150602,2020-10-01,68,72,0.469242941853793
20201002,2335,0.108940352,2020-10-02,71,56,0.290156646170046
20201005,4500,0.32218304,2020-10-05,102,100,0.428271538083968
20201006,6020,0.330532756,2020-10-06,65,72,0.444846446980601
20201007,5788,0.617160161,2020-10-07,73,83,0.45999670230824
20201008,3683,0.248254063,2020-10-08,67,78,0.46086694214655
20201009,1856,0.193583901,2020-10-09,77,71,0.309924206357935
20201012,3219,0.23754229,2020-10-12,77,117,0.470929266486479
20201013,5581,0.222432357,2020-10-13,78,68,0.243898018501375
20201014,3295,0.10549045,2020-10-14,89,80,0.36453809975282
20201015,3193,0.603627391,2020-10-15,86,79,0.348075700603102
20201016,3410,0.15008113,2020-10-16,59,59,0.361398898667615
20201019,4239,0.443317566,2020-10-19,76,82,0.353875018591466
20201020,4569,0.300209808,2020-10-20,67,65,0.189043422969787
20201021,8172,0.607583235,2020-10-21,72,72,0.513310933385206
20201022,5182,0.284055452,2020-10-22,99,86,0.491551295765068
20201023,4493,0.176489321,2020-10-23,76,69,0.343693253598783
20201026,4564,0.27938223,2020-10-26,87,83,0.540696939398413
20201027,2271,0.313754295,2020-10-27,67,60,0.201514795085658
20201028,3426,0.153984317,2020-10-28,95,128,0.286152462162401
20201029,5683,0.594161066,2020-10-29,50,60,0.307224647901628
20201030,2568,0.172151484,2020-10-30,70,84,0.271939318167127
20201103,7603,0.239750459,2020-11-03,61,77,0.496667361531569
20201104,5103,0.240177047,2020-11-04,94,64,0.421744856769624
20201105,3772,0.193562594,2020-11-05,78,85,0.232323640695085
20201106,2718,0.371851968,2020-11-06,83,69,0.278092729086461
20201107,2366,0.37601894,2020-11-07,82,64,0.261916229802629
20201109,4949,0.238389123,2020-11-09,80,77,0.486813962887163
20201110,6492,0.329434941,2020-11-10,71,79,0.384615583031074
20201111,8756,0.38476357,2020-11-11,87,93,0.502419249804124
20201112,4154,0.077417601,2020-11-12,70,64,0.428340201040973
20201113,5150,0.175566159,2020-11-13,62,70,0.613868333179018
20201114,3069,0.465575582,2020-11-14,81,70,0.338404003291026
20201116,4721,0.169845416,2020-11-16,72,67,0.507413261144057
20201117,6605,0.476658013,2020-11-17,91,82,0.471599802258222
20201118,2346,0.102806604,2020-11-18,57,72,0.22901614488143
20201119,6161,0.371259258,2020-11-19,76,73,0.295273446142673
20201120,2530,0.307434719,2020-11-20,57,72,0.267099842532821
20201123,3609,0.302375892,2020-11-23,76,105,0.411777215651844
20201124,8286,0.324742659,2020-11-24,90,77,0.491830822721772
20201125,5309,0.432113802,2020-11-25,90,80,0.432113801829543
20201126,5883,0.136557288,2020-11-26,83,68,0.480894205725711
20201127,2720,0.282329598,2020-11-27,77,63,0.233783213107482
20201130,5370,0.712758087,2020-11-30,79,76,0.552434898329818
20201202,4792,0.156117846,2020-12-02,85,71,0.474627844535786
20201203,4174,0.370989158,2020-12-03,85,62,0.374955838594748
20201204,2535,0.186526183,2020-12-04,60,71,0.354014576492102
20201207,3390,0.186505081,2020-12-07,87,100,0.445490668804749
20201208,5811,0.398817538,2020-12-08,74,65,0.281311576852332
20201209,3570,0.106851793,2020-12-09,65,78,0.437173581797144
20201210,4994,0.153123269,2020-12-10,71,72,0.523378015380839
20201211,3457,0.153574013,2020-12-11,79,68,0.301347680273263
20201214,4783,0.245272496,2020-12-14,77,72,0.293951463958491
20201215,4703,0.205908534,2020-12-15,48,68,0.342288834750652
20201216,2238,0.328228964,2020-12-16,72,62,0.33043199316315
20201217,2816,0.397964596,2020-12-17,66,70,0.33006022054864
20201218,4336,0.636770102,2020-12-18,72,63,0.284306109962256
20201221,3441,0.246404716,2020-12-21,69,79,0.297588133747163
20201222,4732,0.352350072,2020-12-22,56,69,0.43688706519811
20201223,3515,0.232393214,2020-12-23,76,72,0.410751617797043
20201224,5206,0.16848408,2020-12-24,50,58,0.33262356908425
20201228,2174,0.111563267,2020-12-28,90,64,0.338894629193389
20201229,6002,0.333862439,2020-12-29,72,70,0.526183857516102
20201230,5221,0.180610185,2020-12-30,72,62,0.46467905783135
20201231,5337,0.494551791,2020-12-31,56,61,0.331853974221841
20210104,3762,0.189648027,2021-01-04,78,81,0.472152806313141
20210105,5700,0.204566361,2021-01-05,79,81,0.344825663760952
20210106,4197,0.585263193,2021-01-06,58,62,0.320697800225538
20210107,4263,0.379834051,2021-01-07,85,80,0.530753497714582
20210108,2996,0.411051497,2021-01-08,72,65,0.279075508039931
20210111,5740,0.193948698,2021-01-11,80,88,0.548659316741902
20210112,7394,0.090643385,2021-01-12,74,73,0.29275300461313
20210113,4400,0.247199215,2021-01-13,68,82,0.451892065185568
20210114,5055,0.478047483,2021-01-14,85,69,0.468492641928403
20210115,5816,0.196487803,2021-01-15,87,75,0.436003903331964
20210118,4557,0.169845416,2021-01-18,82,82,0.489646118970021
20210119,6966,0.231924937,2021-01-19,71,79,0.43598839689856
20210120,6604,0.678199533,2021-01-20,60,63,0.392663539440736
20210121,4239,0.252964759,2021-01-21,82,98,0.520938277788784
20210122,4384,0.154676893,2021-01-22,90,75,0.345907472436843
20210208,3763,0.298859661,2021-02-08,89,76,0.394545397849187
20210209,6318,0.293254937,2021-02-09,76,92,0.600257678731628
20210210,2069,0.185753989,2021-02-10,66,44,0.250293159445991
20210211,3400,0.292050751,2021-02-11,68,87,0.350611266778863
20210212,3568,0.373178766,2021-02-12,79,74,0.441789388876894
20210214,4264,0.035360358,2021-02-14,68,65,0.221226085715968
20210215,5407,0.177612582,2021-02-15,84,72,0.296873604344285
20210216,6879,0.16848408,2021-02-16,69,74,0.384945212213889
20210217,4717,0.176601258,2021-02-17,71,88,0.736899606313394
20210218,6047,0.344979818,2021-02-18,89,93,0.726132502827955
20210219,5416,0.175398658,2021-02-19,63,75,0.175398657761223
20210222,5729,0.239750459,2021-02-22,80,85,0.487016721251218
20210223,4913,0.154756511,2021-02-23,93,78,0.349612805182519
20210224,2548,0.154503738,2021-02-24,82,78,0.326912620145342
20210225,4842,0.709897796,2021-02-25,81,71,0.598027101781057
20210226,4071,0.293505008,2021-02-26,80,96,0.563336097222307
20210301,4848,0.483896639,2021-03-01,62,78,0.509932704153268
20210302,3964,0.445808257,2021-03-02,73,71,0.219516751063259
20210303,2878,0.133395694,2021-03-03,60,64,0.47941381122755
20210304,6174,0.603807771,2021-03-04,81,71,0.769744640459185
20210305,6888,0.244109808,2021-03-05,77,77,0.668783486031968
20210308,6258,0.576095542,2021-03-08,76,82,0.487478390063928
20210309,5951,0.298571383,2021-03-09,63,76,0.45580039124126
20210310,3388,0.458388115,2021-03-10,71,75,0.48234540818826
20210311,4491,0.329337204,2021-03-11,88,88,0.342297703960667
20210312,2976,0.202601126,2021-03-12,85,74,0.37217337358257
20210315,4074,0.076960037,2021-03-15,68,62,0.500658564774886
20210316,4823,0.18816148,2021-03-16,86,89,0.28792592237825
20210317,4094,0.336535449,2021-03-17,75,71,0.529334600321624
20210318,2133,0.196770766,2021-03-18,97,85,0.370523524310278
20210319,4444,0.554146127,2021-03-19,80,64,0.438816441427106
20210322,4666,0.498939935,2021-03-22,77,83,0.324632117178129
20210323,4662,0.157859148,2021-03-23,72,127,0.316214649508829
20210324,4326,0.218681783,2021-03-24,85,72,0.218681782548393
20210325,4569,0.502828761,2021-03-25,89,74,0.379524215958689
20210326,4868,0.273740179,2021-03-26,73,76,0.712448545240838
20210329,6323,0.160634154,2021-03-29,94,78,0.545047844907512
20210330,4932,0.463435606,2021-03-30,68,82,0.453484235224516
20210331,1739,0.198634402,2021-03-31,80,76,0.288346358174863
20210405,4394,0.260629989,2021-04-05,61,65,0.583823150046494
20210406,4681,0.278852926,2021-04-06,77,76,0.31140219266
20210407,5965,0.187935873,2021-04-07,64,80,0.499546859225501
20210408,5689,0.549616252,2021-04-08,70,70,0.426595433600571
20210409,6656,0.481338371,2021-04-09,79,54,0.49881705833518
20210412,6526,0.177456108,2021-04-12,87,80,0.869895994896474
20210413,6245,0.330483916,2021-04-13,105,94,0.490978380039982
20210414,3418,0.199890085,2021-04-14,84,67,0.40967591771613
20210415,4932,0.482191783,2021-04-15,68,67,0.426105806218541
20210416,2800,0.169037833,2021-04-16,58,65,0.237272219359875
20210419,4119,0.201728625,2021-04-19,89,90,0.473157435240953
20210420,5021,0.153334882,2021-04-20,69,78,0.337372326209493
20210421,5239,0.764061474,2021-04-21,72,61,0.346078454359718
20210422,4534,0.254994898,2021-04-22,66,77,0.443213102662045
20210426,4071,0.58055282,2021-04-26,81,80,0.475166575623595
20210427,4258,0.15453807,2021-04-27,76,82,0.187310520300399
20210428,3845,0.638658421,2021-04-28,93,81,0.340312586802503
20210429,3947,0.161781072,2021-04-29,83,76,0.559883918749249
20210430,2606,0.186045247,2021-04-30,78,64,0.18604524675498
20210503,4776,0.356287532,2021-05-03,94,71,0.340138491845649
20210504,4123,0.24890924,2021-05-04,80,84,0.319227890190871
20210505,3245,0.341741499,2021-05-05,80,64,0.383068346407102
20210506,4056,0.182226158,2021-05-06,83,75,0.330316546591728
20210507,3112,0.273838386,2021-05-07,81,72,0.391177682448988
20210510,175,0,2021-05-10,65,61,0
20210511,4644,0.485410308,2021-05-11,58,68,0.472123496804548
20210512,7026,0.413021989,2021-05-12,75,62,0.600185139166272
20210513,2555,0.153442722,2021-05-13,69,71,0.364718362041142
20210514,2074,0.200698842,2021-05-14,107,69,0.292197357416153
20210517,2477,0.352604284,2021-05-17,86,73,0.256698784854101
20210518,6319,0.277791117,2021-05-18,88,65,0.530314090031645
20210519,3781,0.289794095,2021-05-19,61,66,0.313478556955638
20210520,5030,0.188186663,2021-05-20,83,63,0.407287868235422
20210521,4838,0.505332815,2021-05-21,70,65,0.406472488278928
20210524,4000,0.18443763,2021-05-24,80,60,0.474631251252216
20210525,6061,0.183458802,2021-05-25,64,60,0.414578358867894
20210526,4083,0.272191415,2021-05-26,78,67,0.482527961199698
20210527,4345,0.205507834,2021-05-27,83,72,0.316304721916499
20210528,3908,0.349992155,2021-05-28,63,67,0.381600198467141
20210531,3022,0.10530971,2021-05-31,80,70,0.400644888670548
20210601,4236,0.421482716,2021-06-01,57,66,0.327490410999111
20210602,3149,0.483226896,2021-06-02,95,70,0.303817402843548
20210603,2479,0.10101503,2021-06-03,58,62,0.223542065523241
20210604,2643,0.323955179,2021-06-04,58,58,0.308602400383224
20210607,4060,0.438159033,2021-06-07,70,62,0.540966069996357
20210608,4406,0.305394331,2021-06-08,81,64,0.357809247439322
20210609,3956,0.277354323,2021-06-09,80,94,0.400640953325707
20210610,3181,0.636356068,2021-06-10,88,72,0.411016460631205
20210611,1975,0.134629865,2021-06-11,79,57,0.293664183785086
20210614,4152,0.186900187,2021-06-14,72,83,0.560156632273093
20210615,5104,0.369998391,2021-06-15,74,71,0.367283913195133
20210616,4383,0.199960026,2021-06-16,80,63,0.416082541644573
20210617,3875,0.347883632,2021-06-17,85,47,0.359019219136756
20210618,2647,0.171079587,2021-06-18,73,74,0.257985231461732
20210621,4219,0.608824102,2021-06-21,80,74,0.186398416028722
20210622,5042,0.160945575,2021-06-22,69,72,0.496158938472686
20210623,3912,0.466986022,2021-06-23,75,50,0.575588294125121
20210624,4265,0.212420634,2021-06-24,73,71,0.514770241483398
20210625,1833,0.153792454,2021-06-25,80,71,0.291363945357178
20210629,4388,0.380431049,2021-06-29,78,61,0.339174009308867
20210630,3609,0.183962408,2021-06-30,88,77,0.469228668886682
20210702,1997,0.647974264,2021-07-02,68,71,0.328822202177151
20210705,4200,0.48563007,2021-07-05,85,103,0.641982495460821
20210706,5879,0.57067111,2021-07-06,80,103,0.495869719995105
20210707,4570,0.201271053,2021-07-07,83,92,0.65960955110581
20210708,4296,0.560305412,2021-07-08,57,65,0.518916567797246
20210709,2213,0.231467747,2021-07-09,52,59,0.291998769342899
20210712,4247,0.561269454,2021-07-12,92,65,0.445700886703056
20210713,4331,0.170764965,2021-07-13,86,74,0.381623311276021
20210714,4447,0.210469364,2021-07-14,69,78,0.643295549698498
20210715,3841,0.475101143,2021-07-15,86,91,0.32657215408009
20210716,3401,0.482450194,2021-07-16,73,75,0.584385258257389
20210719,4379,0.616599978,2021-07-19,103,74,0.616599978156617
20210720,5463,0.171820797,2021-07-20,77,74,0.415710563452347
20210721,5844,0.537007642,2021-07-21,79,81,0.509630504911361
20210722,4375,0.438893445,2021-07-22,53,65,0.663439698893091
20210723,3452,0.275535401,2021-07-23,78,73,0.434701539135498
20210726,5151,0.535164667,2021-07-26,81,71,0.494929524997006
20210727,4442,0.15302026,2021-07-27,76,68,0.310000916214093
20210728,4388,0.328135073,2021-07-28,66,73,0.559589002832122
20210729,3834,0.144668196,2021-07-29,91,86,0.361617868302957
20210730,4340,0.209101861,2021-07-30,67,68,0.427073607367018
20210802,5195,0.482378829,2021-08-02,87,70,0.642840400636196
20210803,4735,0.213400388,2021-08-03,68,62,0.545045084292474
20210804,3704,0.276792832,2021-08-04,97,78,0.466213783582915
20210805,2991,0.185671332,2021-08-05,77,72,0.4255451664199
20210806,5302,0.455576458,2021-08-06,84,74,0.704803109998288
20210809,4997,0.513394515,2021-08-09,83,72,0.3790824294479
20210810,4479,0.366100352,2021-08-10,63,73,0.366100352369026
20210811,4313,0.207697912,2021-08-11,66,64,0.600196005416953
20210812,5919,0.093980102,2021-08-12,73,70,0.538509005139703
20210813,2887,0.257696277,2021-08-13,98,75,0.299755803916765
20210816,4485,0.300191129,2021-08-16,82,73,0.644624110369579
20210817,5359,0.226638418,2021-08-17,72,76,0.441860812448937
20210818,3784,0.176023731,2021-08-18,89,79,0.567327124256155
20210819,5875,0.530052771,2021-08-19,67,72,0.609312319846257
20210820,4699,0.531871664,2021-08-20,69,72,0.398166208785513
20210823,3928,0.230460137,2021-08-23,71,71,0.572466390936271
20210824,4036,0.120679185,2021-08-24,73,80,0.303531826028357
20210825,3738,0.492927139,2021-08-25,63,62,0.482154925750649
20210826,4757,0.448398566,2021-08-26,77,75,0.551065926953502
20210827,427,0.135297112,2021-08-27,55,69,0.158920325883057
20210830,5677,0.484268764,2021-08-30,94,84,0.548429187173429
20210831,4463,0.396175659,2021-08-31,78,74,0.467295650995296
20210902,3680,0.260098512,2021-09-02,90,71,0.521351841416048
20210903,2966,0.103256415,2021-09-03,69,60,0.394762487916843
20210906,4045,0.254176288,2021-09-06,74,108,0.595671533579412
20210907,4651,0.267014029,2021-09-07,105,78,0.273897240330344
20210908,5190,0.122407249,2021-09-08,73,82,0.711086974662283
20210909,5687,0.275783886,2021-09-09,85,75,0.474266556384771
20210910,5829,0.205338555,2021-09-10,82,80,0.385959767608539
20210913,3659,0.275821448,2021-09-13,100,90,0.572005192015482
20210914,5827,0.18207635,2021-09-14,79,75,0.47995988437663
20210917,1984,0.173611967,2021-09-17,78,86,0.295596790521041
20210920,5103,0.580935429,2021-09-20,67,72,0.40401372006406
20210921,4300,0.328886959,2021-09-21,70,77,0.332773405870666
20210923,4022,0.123317775,2021-09-23,66,74,0.306001313652681
20210924,3813,0.462520198,2021-09-24,77,74,0.162502370735873
20210927,700,0.181514389,2021-09-27,79,74,0.147301881025019
20210929,4508,0.398293726,2021-09-29,86,77,0.51746630511854
20210930,2485,0.097796498,2021-09-30,67,68,0.390428439780422
20211001,4007,0.332442338,2021-10-01,80,72,0.367598916991897
20211004,5843,0.058690964,2021-10-04,70,70,0.0586909642902321
20211005,4185,0.504595965,2021-10-05,69,70,0.569141318227934
20211006,3960,0.186068611,2021-10-06,81,72,0.58567170486502
20211007,3789,0.401658005,2021-10-07,79,73,0.45966907016609
20211008,1465,0.215593946,2021-10-08,73,75,0.268947751249956
20211011,5111,0.861460107,2021-10-11,89,88,0.861460107355831
20211012,5544,0.647063026,2021-10-12,76,67,0.488151627714219
20211013,4306,0.564305484,2021-10-13,72,70,0.490666665486667
20211014,3833,0.266605957,2021-10-14,59,61,0.472235859710237
20211015,1685,0.082181938,2021-10-15,70,70,0.292368574284989
20211018,3486,0.286111082,2021-10-18,84,76,0.47422743788232
20211019,4942,0.154381596,2021-10-19,64,65,0.329802866616975
20211020,6343,0.788166753,2021-10-20,72,61,0.435073928483154
20211021,3018,0.173624771,2021-10-21,86,71,0.485316711016323
20211022,3191,0.18465939,2021-10-22,54,72,0.422196246696555
20211025,3790,0.18347701,2021-10-25,80,79,0.425616531255452
20211026,5135,0.169953256,2021-10-26,65,78,0.471859123862308
20211027,4718,0.176612873,2021-10-27,60,70,0.422340620989385
20211028,4381,0.468240927,2021-10-28,82,78,0.464101678133011
20211029,6537,0.277888855,2021-10-29,81,60,0.496354530984941
20211103,4504,0.462309598,2021-11-03,71,73,0.398374370906664
20211104,4843,0.275618043,2021-11-04,79,79,0.566646309598632
20211105,2524,0.252013933,2021-11-05,69,80,0.399338119237319
20211108,5746,0.159932943,2021-11-08,67,73,0.592947570111441
20211110,3199,0.396307581,2021-11-10,85,74,0.28296509715526
20211111,3959,0.572735756,2021-11-11,77,80,0.343254227703032
20211112,4920,0.641207467,2021-11-12,79,72,0.357003382794235
20211115,3677,0.110949434,2021-11-15,79,74,0.484766702522402
20211116,3128,0.250639382,2021-11-16,55,70,0.358205836220928
20211117,5052,0.53744376,2021-11-17,67,71,0.484109382460947
20211122,5510,0.513835039,2021-11-22,89,74,0.360023613118607
20211123,4342,0.260886873,2021-11-23,76,94,0.434224246416403
20211125,5398,0.483731971,2021-11-25,67,84,0.520903329577135
20211126,4445,0.174758576,2021-11-26,62,62,0.410252357630626
20211129,5374,0.549851374,2021-11-29,65,74,0.596979125323503
20211130,4589,0.36420665,2021-11-30,77,92,0.361011795829172
20211202,2105,0.577995844,2021-12-02,77,74,0.277932495941286
20211203,4893,0.477211751,2021-12-03,71,65,0.381183374964673
20211204,3698,0.399371276,2021-12-04,80,64,0.158822970150605
20211206,4509,0.415682194,2021-12-06,59,67,0.566035685046859
20211207,3882,0.567738045,2021-12-07,72,85,0.187953332448783
20211208,4259,0.487613866,2021-12-08,68,64,0.400194203581499
20211209,3794,0.202629452,2021-12-09,53,65,0.344950537539047
20211210,5509,0.330388939,2021-12-10,77,52,0.319645800318407
20211211,3353,0.49735405,2021-12-11,64,66,0.324485217216222
20211213,4427,0.552355134,2021-12-13,72,65,0.596539306485135
20211214,5658,0.587027226,2021-12-14,65,73,0.381141907002615
20211215,4603,0.371652136,2021-12-15,75,68,0.371652136130501
20211216,5162,0.479011554,2021-12-16,65,69,0.731596993454125
20211217,4666,0.532030664,2021-12-17,76,81,0.504624746273393
20211220,3568,0.313764075,2021-12-20,68,65,0.380977797249089
20211221,5312,0.600939081,2021-12-21,59,68,0.383274041595666
20211222,4583,0.284685938,2021-12-22,63,78,0.284685937633409
20211223,4083,0.123571543,2021-12-23,81,63,0.123571542663642
20211227,3787,0.242947119,2021-12-27,90,74,0.548677113898422
20211228,6205,0.577142227,2021-12-28,75,74,0.408345536213854
20211229,3643,0.419400889,2021-12-29,89,73,0.595632473813451
20211230,2962,0.144969293,2021-12-30,78,61,0.318106610593588
20220103,5246,0.417759997,2022-01-03,62,61,0.643168032778346
20220104,4322,0.234033445,2022-01-04,59,56,0.50927432683499
20220105,4269,0.214127047,2022-01-05,76,70,0.462119674008825
20220106,4211,0.48497416,2022-01-06,77,77,0.522859195963196
20220107,4582,0.629626981,2022-01-07,78,72,0.513907284969869
20220110,3819,0.268956239,2022-01-10,69,78,0.487146528894487
20220117,4852,0.248126928,2022-01-17,76,96,0.472580760380496
20220118,4908,0.277888855,2022-01-18,65,62,0.40751247657382
20220119,4278,0.363159936,2022-01-19,66,75,0.601147184138713
20220120,5103,0.458935011,2022-01-20,39,53,0.281253251517596
20220121,3585,0.594453398,2022-01-21,52,64,0.453789136344972
20220124,5700,0.291501624,2022-01-24,61,63,0.438692448696364
20220125,7258,0.649844786,2022-01-25,81,68,0.490565756196561
20220126,6068,0.499929351,2022-01-26,55,78,0.53661592806163
20220127,6084,0.377147708,2022-01-27,63,68,0.626191601234934
20220128,6516,0.219882577,2022-01-28,52,73,0.587756791529448
20220131,5635,0.209401021,2022-01-31,88,78,0.456335128247738
20220201,5445,0.245156536,2022-02-01,71,78,0.588582391635231
20220203,5494,0.513300831,2022-02-03,79,71,0.494217521263205
20220204,5432,0.189693401,2022-02-04,53,58,0.671301636838395
20220207,3966,0.370989158,2022-02-07,58,71,0.471252140972925
20220208,4395,0.224845017,2022-02-08,60,71,0.39062168283307
20220209,6114,0.16194643,2022-02-09,47,62,0.631688220721224
20220210,4396,0.359947491,2022-02-10,78,74,0.529992742693942
20220211,3623,0.422134911,2022-02-11,66,61,0.422134911015373
20220214,4485,0.230453823,2022-02-14,74,64,0.502419778432535
20220215,4747,0.41490279,2022-02-15,61,73,0.342785569247992
20220216,3441,0.222268159,2022-02-16,69,73,0.427423970530862
20220217,4136,0.565952397,2022-02-17,63,65,0.470781485477219
20220218,5814,0.175566159,2022-02-18,63,65,0.471166738116223
20220221,6563,0.375360533,2022-02-21,82,70,0.456249372972094
20220222,4636,0.280087097,2022-02-22,60,78,0.450355988494728
20220223,3266,0.364124007,2022-02-23,56,61,0.390149911344051
20220224,2061,0.268429695,2022-02-24,71,60,0.300470039637192
20220225,5947,0.098807816,2022-02-25,80,71,0.387971609869729
20220228,5672,0.280964239,2022-02-28,81,63,0.582622165032055
20220301,4324,0.290025429,2022-03-01,66,69,0.348747234895177
20220302,3872,0.179629006,2022-03-02,61,70,0.388917384834393
20220303,3076,0.552865026,2022-03-03,72,68,0.339034363303495
20220304,2646,0.345164544,2022-03-04,68,66,0.338494046330452
20220307,5131,0.31681476,2022-03-07,63,62,0.526429434781489
20220308,4775,0.344013749,2022-03-08,65,74,0.538847033640613
20220309,4839,0.393466027,2022-03-09,84,79,0.360011160982692
20220310,5061,0.639265874,2022-03-10,72,69,0.377509554345971
20220311,4548,0.33177935,2022-03-11,74,66,0.45354191445786
20220315,4055,0.105887736,2022-03-15,66,74,0.442600246123646
20220316,4073,0.17000189,2022-03-16,86,67,0.414701764233734
20220317,7483,0.478019319,2022-03-17,80,63,0.405798545790755
20220318,4298,0.300249132,2022-03-18,80,103,0.366999569846236
20220321,5533,0.24334218,2022-03-21,50,64,0.514091306393561
20220322,5735,0.590639578,2022-03-22,90,63,0.497816893380621
20220323,4702,0.349992155,2022-03-23,67,62,0.453680532574654
20220324,5672,0.710668183,2022-03-24,68,78,0.569477173478707
20220325,4908,0.728610302,2022-03-25,68,83,0.410772469251052
20220328,4706,0.363159936,2022-03-28,92,73,0.44930325438147
20220329,4260,0.513828049,2022-03-29,53,57,0.444368097004683
20220330,4529,0.395611847,2022-03-30,91,76,0.552904731514661
20220331,5794,0.551750325,2022-03-31,89,78,0.539268467957559
20220401,3685,0.192952982,2022-04-01,71,62,0.51741350101388
20220404,4654,0.109670234,2022-04-04,84,78,0.47991089814383
20220405,4509,0.208094192,2022-04-05,64,61,0.494313496688138
20220406,4323,0.290265749,2022-04-06,80,57,0.4954946287689
20220407,6103,0.465236408,2022-04-07,82,60,0.625903557487156
20220408,2251,0.383384026,2022-04-08,57,63,0.425567192603712
20220411,5272,0.278771341,2022-04-11,81,69,0.562161543628444
20220413,3632,0.250699818,2022-04-13,61,58,0.250699818042521
20220418,3950,0.164969362,2022-04-18,90,62,0.475119175276031
20220419,4773,0.243993862,2022-04-19,57,65,0.351709316094284
20220420,1927,0.444393207,2022-04-20,69,56,0.289337477709936
20220421,4019,0.101756256,2022-04-21,75,72,0.464244818959547
20220422,5757,0.606618136,2022-04-22,70,91,0.461484732550123
20220425,4969,0.248254063,2022-04-25,73,70,0.550053133653558
20220426,5263,0.326343111,2022-04-26,70,63,0.393959031467852
20220427,3982,0.15769429,2022-04-27,58,61,0.35110013058652
20220428,5775,0.481216111,2022-04-28,71,69,0.616508420939031
20220429,6203,0.553132159,2022-04-29,42,60,0.590218555305315
20220502,5024,0.627633406,2022-05-02,93,86,0.448107496914656
20220503,5710,0.397430769,2022-05-03,64,60,0.462634616818117
20220504,4447,0.301155201,2022-05-04,77,65,0.494245362359544
20220505,3649,0.634186871,2022-05-05,77,66,0.35372482938611
20220509,5094,0.300191129,2022-05-09,90,72,0.491882040941197
20220510,4241,0.326974646,2022-05-10,72,65,0.389065518262594
20220511,3912,0.159055625,2022-05-11,78,78,0.589579795974752
20220512,3790,0.322416636,2022-05-12,61,61,0.316183166750099
20220513,6125,0.414339301,2022-05-13,71,61,0.586366440070712
20220516,4830,0.326132188,2022-05-16,82,72,0.526374986055105
20220517,4657,0.159819714,2022-05-17,72,74,0.430911978262922
20220518,3970,0.118045859,2022-05-18,72,64,0.383215246369009
20220519,4058,0.634870388,2022-05-19,75,74,0.398679095817649
20220520,6055,0.590639578,2022-05-20,81,85,0.395081192112487
20220523,4992,0.581798092,2022-05-23,69,72,0.298958867218183
20220524,3044,0.273209994,2022-05-24,118,89,0.330401215242303
20220525,4638,0.341461414,2022-05-25,65,75,0.538083459268445
20220526,5114,0.478019319,2022-05-26,86,73,0.557003070116043
20220527,5611,0.48300358,2022-05-27,77,86,0.510938801493334
20220530,3594,0.552284122,2022-05-30,64,63,0.442324948194234
20220531,6613,0.420597058,2022-05-31,49,68,0.586496365186961
20220601,4351,0.276744404,2022-06-01,75,71,0.371742747004913
20220602,6064,0.608365546,2022-06-02,73,86,0.453565174107966
20220603,4533,1,2022-06-03,57,64,1
20220606,4861,0.274197354,2022-06-06,94,90,0.546637313067913
20220607,6398,0.17262838,2022-06-07,78,65,0.557270027463851
20220608,4511,0.228811301,2022-06-08,76,62,0.477824460540129
20220609,5668,0.608455178,2022-06-09,73,66,0.512032416203748
20220610,5476,0.547527347,2022-06-10,78,74,0.563885048459405
20220613,5007,0.262127505,2022-06-13,96,64,0.4864218968153
20220614,5437,0.396116922,2022-06-14,90,72,0.490032840021279
20220615,4655,0.555656184,2022-06-15,71,65,0.524321499622386
20220616,5451,0.531439422,2022-06-16,88,87,0.572562013942262
20220617,2257,0.327435463,2022-06-17,61,75,0.277853554098502
20220620,4955,0.694485458,2022-06-20,63,63,0.334799697308437
20220621,5408,0.396666431,2022-06-21,73,84,0.467129367991634
20220622,4237,0.433457207,2022-06-22,91,81,0.520599838132444
20220623,3445,0.536922121,2022-06-23,69,79,0.347508746631767
20220624,3667,0.583729054,2022-06-24,62,69,0.491031301617622
20220627,3495,0.305446988,2022-06-27,54,55,0.44694956574751
20220628,5382,0.239435837,2022-06-28,70,62,0.446292421895525
20220629,5020,0.176023731,2022-06-29,83,81,0.475438408100087
20220630,5401,0.686596443,2022-06-30,73,65,0.49469134852938
20220704,5375,0.583709789,2022-07-04,76,80,0.515016934742098
20220705,5721,0.177492907,2022-07-05,53,54,0.383779880248982
20220706,3673,0.30772523,2022-07-06,70,57,0.296492580732574
20220707,5140,0.198888129,2022-07-07,91,78,0.461465114562408
20220708,4017,0.284644667,2022-07-08,78,68,0.46614142022703
20220711,3755,0.275932636,2022-07-11,71,63,0.366827119511107
20220714,5561,0.538181608,2022-07-14,73,73,0.475594236008499
20220715,2127,0.159584239,2022-07-15,64,62,0.283517190794582
20220718,5145,0.362791394,2022-07-18,71,92,0.516936267031276
20220719,4524,0.14681779,2022-07-19,57,56,0.398777068283247
20220720,6857,0.7150632,2022-07-20,68,70,0.570806145305219
20220721,7385,0.394647776,2022-07-21,80,66,0.50385206774525
20220722,4858,0.691633155,2022-07-22,75,72,0.398740886605304
20220725,6030,0.554680512,2022-07-25,84,81,0.614741979733757
